society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Pareena Mi Casa,110.0,9020.0,2.0,2.0,3.0,13.0,East,New Property,2, Sector 68 Gurgaon,22.0,0,0,0,0,1225.0,,1245.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195
Godrej Nature Plus,120.0,13369.0,2.0,2.0,0.0,11.0,,Under Construction,2, Sector-33 Sohna,18.0,0,0,0,0,76.44,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089759892288129
Antriksh Green,225.0,7826.0,4.0,4.0,2.0,9.0,North,Old Property,4, Sector 45 Gurgaon,12.0,1,0,0,0,2875.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2,4,0,1,0,1,1,0,1,4,1,0,0,0,0,0,0,0,1,0.0287503194479938
Whiteland The Aspen,335.0,17615.0,3.0,4.0,3.0,5.0,North-East,Under Construction,3, Sector 76 Gurgaon,30.0,1,0,0,0,1900.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0190178824865171
Bestech Altura,269.0,12500.0,3.0,4.0,3.0,3.0,,New Property,3, Sector 79 Gurgaon,20.0,1,0,0,0,,,2150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02152
Ansal Height ,80.0,5882.0,2.0,2.0,0.0,1.0,,Undefined,2, Sector 86 Gurgaon,14.0,0,0,0,0,,1360.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136008160489629
Ramsons Kshitij,35.0,5495.0,2.0,2.0,0.0,5.0,,Undefined,2, Sector 95 Gurgaon,15.0,0,0,0,0,,637.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063694267515923
Vipul Lavanya,60.0,6666.0,2.0,2.0,1.0,0.0,,Under Construction,2, Sector 81 Gurgaon,15.0,0,0,0,0,,,900.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009000900090009
Breez Global Heights,46.0,6478.0,2.0,2.0,2.0,6.0,East,Relatively New,2, Sohna,10.0,0,0,0,0,710.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0.0071009570855202
Conscient Heritage Max,250.0,11633.0,3.0,4.0,3.0,25.0,North-East,New Property,3, Sector 102 Gurgaon,25.0,1,1,0,0,,,2149.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0214905871228401
Vipul Lavanya,60.0,6666.0,2.0,2.0,1.0,0.0,East,Relatively New,2, Sector 81 Gurgaon,14.0,0,0,0,0,900.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.009000900090009
Pareena Mi Casa,100.0,8163.0,2.0,2.0,2.0,16.0,,New Property,2, Sector 68 Gurgaon,35.0,1,0,0,0,1225.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122503981379394
Ashiana Anmol,93.0,7294.0,2.0,2.0,2.0,9.0,,Under Construction,2, Sohna,14.0,0,0,0,0,875.0,1000.0,1275.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127502056484782
Smart World Orchard,254.0,15500.0,3.0,3.0,3.0,2.0,,Under Construction,3, Sector 61 Gurgaon,4.0,0,0,0,1,1640.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0163870967741935
Ansal Sushant Residency,150.0,6775.0,3.0,2.0,3.0,1.0,,Moderately Old,3, Sushant Lok Phase 3,3.0,0,0,0,0,246.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022140221402214
Shree Vardhman Flora,70.0,5177.0,2.0,2.0,3.0,9.0,East,New Property,2, Sector 90 Gurgaon,13.0,0,1,0,0,,,1352.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135213444079582
MM Heights,278.0,15200.0,3.0,3.0,3.0,44.0,,Undefined,3, Sector 65 Gurgaon,47.0,0,0,0,0,,,1828.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182894736842105
MVN Athens,25.0,5198.0,2.0,2.0,0.0,0.0,,Relatively New,2, Sohna,19.0,0,0,0,0,,481.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004809542131589
Sare Crescent Parc,90.0,4260.0,4.0,5.0,3.0,3.0,,Relatively New,4, Sector 92 Gurgaon,14.0,1,0,0,0,,,1995.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211267605633802
Shree Vardhman Flora,96.0,5120.0,3.0,4.0,3.0,3.0,North,New Property,3, Sector 90 Gurgaon,13.0,1,0,0,0,,,1875.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01875
Ramprastha Skyz,120.0,6000.0,3.0,2.0,1.0,9.0,East,Under Construction,3, Sector 37D Gurgaon,19.0,1,0,0,0,1850.0,1900.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
Ashray Apartment,64.0,7529.0,2.0,2.0,1.0,3.0,North,Moderately Old,2, Carterpuri Village,4.0,0,0,0,0,850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0085004648691725
MM Woodshire,90.0,6590.0,2.0,2.0,3.0,10.0,,Relatively New,2, Sector 107 Gurgaon,14.0,0,0,0,0,,,1366.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,2,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,2,0.0136570561456752
ROF Aalayas,45.0,6000.0,1.0,1.0,2.0,6.0,,Undefined,1, Sector 102 Gurgaon,6.0,0,0,0,0,,750.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075
Global Hill View,36.0,5150.0,2.0,2.0,0.0,15.0,,Undefined,2, Sector 11 Gurgaon,15.0,0,0,0,0,,699.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069902912621359
Paras Quartier,590.0,11028.0,4.0,4.0,3.0,0.0,,Moderately Old,4, Gwal Pahari,1.0,0,0,0,0,,5350.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535001813565469
GLS Arawali Homes,32.0,6722.0,2.0,1.0,0.0,0.0,,Undefined,2, Sohna,1.0,0,0,0,0,,476.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047604879500148
ILD Grand,120.0,6593.0,3.0,3.0,3.0,7.0,,Under Construction,3, Sector 37C Gurgaon,15.0,0,0,0,0,,,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182011224025481
Sidhartha NCR Greens,56.0,5656.0,2.0,2.0,3.0,13.0,,New Property,2, Sector 95 Gurgaon,21.0,0,0,0,0,,,990.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099
Mapsko Mount Ville,140.0,9395.0,3.0,3.0,3.0,2.0,North,New Property,3, Sector 79 Gurgaon,20.0,0,0,0,0,1490.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0149015433741351
CGHS Hewo Apartments,125.0,11574.0,2.0,2.0,2.0,2.0,,Old Property,2, Sector 31 Gurgaon,4.0,0,0,0,0,1080.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108000691204423
Godrej Nature Plus,150.0,10200.0,2.0,2.0,3.0,2.0,South-East,Under Construction,2, Sector-33 Sohna,22.0,0,0,0,0,1385.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529411
MM The Marina,222.00000000000003,14322.0,3.0,2.0,3.0,4.0,East,Relatively New,3, Sector 68 Gurgaon,29.0,0,0,0,0,,,1550.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155006284038542
Valley View Estate,150.0,8278.0,4.0,4.0,3.0,9.0,North,Old Property,4, Valley View Estate,15.0,1,1,0,0,1812.0,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181203189176129
Mapsko Mount Ville,185.0,9641.0,3.0,4.0,3.0,21.0,,New Property,3, Sector 79 Gurgaon,22.0,1,0,1,0,,,1815.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0191888808214915
Smart World Orchard,160.0,13913.0,2.0,2.0,2.0,4.0,,Under Construction,2, Sector 61 Gurgaon,4.0,0,0,0,0,1150.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115000359376123
Raheja Vedas,215.0,4134.0,3.0,4.0,3.0,12.0,East,Relatively New,3, Sector 108 Gurgaon,14.0,0,1,0,0,4000.0,4600.0,5200.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520077406869859
GLS Arawali Homes,30.0,6243.0,2.0,2.0,2.0,4.0,East,Relatively New,2, Sohna,14.0,0,0,0,0,480.53,,567.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0048053820278712
Ganga Apartment,74.0,6040.0,3.0,3.0,2.0,0.0,North-East,Relatively New,3, Shanti Nagar,3.0,0,0,0,0,1225.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.012251655629139
Surbhi Apartment,320.0,12264.0,4.0,3.0,3.0,6.0,East,Old Property,4, Sushant Lok,6.0,0,0,0,0,2000.0,2650.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260926288323548
Espire South,132.0,9050.0,2.0,2.0,2.0,9.0,,New Property,2, Sector 68 Gurgaon,13.0,0,0,0,0,,1460.0,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014585635359116
Adani Brahma Samsara Vilasa,300.0,16666.0,3.0,3.0,3.0,3.0,East,New Property,3, Sector 63 Gurgaon,4.0,0,0,0,0,1800.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0180007200288011
Smart World Gems,120.0,8432.0,3.0,3.0,2.0,3.0,East,New Property,3, Sector 89 Gurgaon,4.0,0,1,0,0,,1423.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142314990512333
Godrej Nature Plus Serenity,139.0,11583.0,3.0,2.0,3.0,23.0,East,Under Construction,3, Sector-33 Sohna,24.0,0,0,0,0,1200.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120003453336786
MM Skycity,300.0,16411.0,3.0,3.0,3.0,17.0,East,Under Construction,3, Sector 65 Gurgaon,47.0,0,0,0,0,,,1828.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182804216683931
NBCC Heights,150.0,7058.0,3.0,3.0,3.0,8.0,,Relatively New,3, Sector 89 Gurgaon,13.0,1,1,0,0,,,2125.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0212524794559365
The Castle Society,200.0,8695.0,4.0,4.0,2.0,4.0,,Under Construction,4, Sector 56 Gurgaon,6.0,0,0,0,0,,,2300.0,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230017251293847
ESS The Leafel Towers,275.0,12500.0,4.0,5.0,3.0,8.0,East,Old Property,4, Mehrauli Gurgaon Road,14.0,1,1,0,0,,2200.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6,9,0,0,1,1,1,0,1,4,1,0,0,0,0,0,0,0,1,0.022
Lotus Homz,36.0,8888.0,1.0,1.0,1.0,10.0,,Relatively New,1, Sector 111 Gurgaon,10.0,0,0,0,0,405.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004050405040504
ShreeRam Apartment II,21.0,4666.0,1.0,1.0,1.0,2.0,,Relatively New,1, Laxman Vihar Phase 2,4.0,0,0,0,0,450.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0045006429489927
Zara Aavaas,25.5,7807.0,1.0,1.0,2.0,0.0,North-East,Relatively New,1, Sector 104 Gurgaon,4.0,0,0,0,0,,301.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032662994748302
ROF Ananda,37.5,58.0,2.0,2.0,2.0,10.0,East,New Property,2, Sector 95 Gurgaon,14.0,0,1,0,0,64529.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646551724137931
MM Woodshire,180.0,7623.0,3.0,4.0,3.0,2.0,,Relatively New,3, Sector 107 Gurgaon,14.0,1,0,0,0,1384.0,,2361.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236127508854781
Krisumi Waterfall Residences,410.0,15500.0,3.0,4.0,3.0,30.0,,New Property,3, Sector 36A Gurgaon,34.0,0,1,0,0,2538.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,4,1,1,1,1,1,0,1,4,1,0,0,0,0,0,0,0,1,0.0264516129032258
Godrej ,130.0,8269.0,2.0,2.0,3.0,3.0,North-East,New Property,2, Sector 79 Gurgaon,15.0,0,1,0,0,,,1572.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157213689684363
The Roselia ,45.0,6475.0,2.0,2.0,2.0,19.0,North,Undefined,2, Sector 95A Gurgaon,19.0,0,0,0,0,595.0,695.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069498069498069
Signature Global Solera,60.0,8000.0,3.0,2.0,2.0,8.0,,Undefined,3, Sector 107 Gurgaon,8.0,0,0,0,0,650.0,750.0,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075
Signature Global Solera,40.0,6644.0,2.0,2.0,1.0,7.0,,Relatively New,2, Sector 107 Gurgaon,7.0,0,0,0,0,548.0,,602.0,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0060204695966285
Ambience Creacions,199.0,14420.0,2.0,2.0,2.0,9.0,North-East,New Property,2, Sector 22 Gurgaon,20.0,1,1,1,0,1280.0,1285.0,1380.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0138002773925104
Ambience Creacions,199.0,15546.0,2.0,2.0,2.0,9.0,North-East,New Property,2, Sector 22 Gurgaon,20.0,0,0,0,0,1280.0,1285.0,1380.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0128007204425575
Mvn athens sohna gurgaon,28.0,5833.0,2.0,2.0,1.0,2.0,,Relatively New,2, Sector-5 Sohna,12.0,0,0,0,0,480.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048002743013886
Ashiana Mulberry,74.0,6016.0,2.0,2.0,3.0,12.0,,Relatively New,2, Sohna,12.0,0,0,0,0,1230.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,26,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0123005319148936
MM Soulitude,128.0,8827.0,3.0,3.0,2.0,4.0,,Under Construction,3, Sector 89 Gurgaon,4.0,0,1,0,0,1450.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145009629545712
